text,label,intent_name
I would like to receive instructions showing the verification process for top up cards..,71,verify_top_up
My payment has been declined several times.  Can you help me?,25,declined_card_payment
Can I have a spare card for this account please?,39,getting_spare_card
Are there limits to businesses that will accept this card?,10,card_acceptance
I require verification for my source of funds.,70,verify_source_of_funds
What documents are required for proof of identity?,69,verify_my_identity
Why do I still have a pending cash withdrawal?,46,pending_cash_withdrawal
My refund is still pending,51,Refund_not_showing_up
I found a charge on my debit that I did not make.,28,direct_debit_payment_not_recognised
There has been a red flag on my top up.,59,top_up_failed
I found my lost card. Am I still able to use it?,13,card_linking
I was charged a fee when buying stuff with my card.,15,card_payment_fee_charged
What are the currencies and cards that are supported with my account?,54,supported_cards_and_currencies
"I want to use my card, how would I activate it?",0,activate_my_card
I need some help figuring out what this strange payment is on my account. It's stays pending and won't go away.,34,extra_charge_on_statement
What do I need for the identity verification?,69,verify_my_identity
What is this witdrawal,20,cash_withdrawal_not_recognised
How can you assist me on topping up on bank transfers to my account?,65,transfer_into_account
My contactless stopped working today for no good reason. It's not working no matter where I try to use it. Can you please help me fix it?,23,contactless_not_working
My new landlord is a lier and is trying to rip me off by saying I've not paid my rent when I have paid my rent.  What is going on?  They say the money hasn't got to them but I see it going out of my account.  Can you check that the money went to the right place?,66,transfer_not_received_by_recipient
I happened to forget my passcode,44,passcode_forgotten
"My card still hasn't arrived after two weeks, now what?",11,card_arrival
Why did you charge a fee when I withdrew from an ATM?,19,cash_withdrawal_charge
The card that I have isn't working. This is the physical card.,14,card_not_working
My automatic top-up was unsuccessful,61,top_up_reverted
What currencies can be exchanged in the app?,33,exchange_via_app
Can I set my own top-up limit?,60,top_up_limits
is there a limit for top up?,60,top_up_limits
I checked the app and there is a payment that I don't recognize.,16,card_payment_not_recognised
I thought transfers were free of charge.  I bought something abroad and got charged a ridiculous fee. How do I get this problem fixed.,64,transfer_fee_charged
is a transfer to a beneficiary allowed?,7,beneficiary_not_allowed
Please tell me how you can stop unauthorized payments from being made on my card since on this bill I see that this has happened. There are transactions that I never made from a place I've never been to.,22,compromised_card
When do I get my PIN?,38,get_physical_card
Why is this not letting me exchange crypto? I need help making this transaction go through.,7,beneficiary_not_allowed
"Hey, I have my card, how do I get it to show in the app?",13,card_linking
How old does my daughter need to be to have her own account?,1,age_limit
Can I track the card that was just sent to me?,11,card_arrival
What are the steps to reset my passcode?,44,passcode_forgotten
Can you tell me what the problem with my card is? It was declined at a restaurant today.,14,card_not_working
I tried to buy something online yesterday but it kept saying declined. Tried again today but same thing happened. What's wrong?,27,declined_transfer
How much for an actual card?,43,order_physical_card
Will there be a charge for sending out more cards?,39,getting_spare_card
How long will my most recent transfer take to go through? The recipient needs the money urgently.,66,transfer_not_received_by_recipient
Why was there a fee for my cash withdrawal?,19,cash_withdrawal_charge
Can it add money every so often automatically while I travel?,4,automatic_top_up
"There is a pending transaction on my account, what does this mean?",45,pending_card_payment
Why has my payment not transferred?,35,failed_transfer
What is the process for setting up and account for my child?,1,age_limit
I am having a huge problem with my card being declined and it's really important that I top-up today.  Would you please look into this further and let me know how I can get this fixed?,59,top_up_failed
I need to know what's going on. I was under the impression you offered cryto top up which doesn't seem to be working and money has just vanished from my account.,61,top_up_reverted
I could not get the top-up to go through,59,top_up_failed
I received duplicate charges.,63,transaction_charged_twice
When will my transfer arrive from Europe?,67,transfer_timing
What countries can I use my account in?,24,country_support
Are there any fees if I want to add money using an international card?,57,top_up_by_card_charge
How long do cheques take to post to your account?,6,balance_not_updated_after_cheque_or_cash_deposit
How much would an extra card cost?,39,getting_spare_card
I withdraw money abroad but I didn't get the right amount.,76,wrong_exchange_rate_for_cash_withdrawal
"I just pulled money out of the ATM and was charged a fee, WHy?",19,cash_withdrawal_charge
What stipulations do disposable cards entail?,29,disposable_card_limits
Why is the check I deposited this morning not showing up?,6,balance_not_updated_after_cheque_or_cash_deposit
The app has rejected my top up.,59,top_up_failed
I have an unknown direct debit payment on my account,28,direct_debit_payment_not_recognised
How can I reset my passcode?,44,passcode_forgotten
Is there a maximum for top-ups?,60,top_up_limits
"I was charged a fee when I transferred my funds, why?",64,transfer_fee_charged
let me know how many disposable cards I can have?,29,disposable_card_limits
Why is the exchange rate different than expected on my transaction?,76,wrong_exchange_rate_for_cash_withdrawal
My card is not working.,14,card_not_working
"I can't transfer any money from my account to my friend's account, it keeps rejecting it. Can you tell me why? I have enough funds in my account to transfer.",35,failed_transfer
"Hi, I lost my phone yesterday, what can I do to stop someone using my account on it?",42,lost_or_stolen_phone
"I sent some money to somebody a couple of hours ago, and they still have yet to receive it.  They really need the money, how much longer are they going to have to wait?",66,transfer_not_received_by_recipient
Can you explain to me why a top up would be reverted?,61,top_up_reverted
Do I have to manually top up once I'm too low?,4,automatic_top_up
After making a payment with my card it doesn't seem to have worked. It's just showing to be pending. When will this actually be going through?,45,pending_card_payment
I do not know where the transaction is.,66,transfer_not_received_by_recipient
My pin isn't here yet,38,get_physical_card
What do I do if I detect fraudulent use on my car?,22,compromised_card
Why would my card payment get reverted?,53,reverted_card_payment?
Can I transfer my paycheck to the account?,50,receiving_money
I have a payment that shows twice,63,transaction_charged_twice
When will my top up be applied?,47,pending_top_up
"According to the app, I got cash from an ATM but I haven't made any transactions.",20,cash_withdrawal_not_recognised
can you express my card to me?,12,card_delivery_estimate
Do you accept any card and currency?,54,supported_cards_and_currencies
What fiat currencies are used for holdings?,36,fiat_currency_support
Why won't my transfer go through?,35,failed_transfer
I need a refund on a direct debit that shows in the app because I did not make it.,28,direct_debit_payment_not_recognised
"I deposited some money, but the balance has not changed.",6,balance_not_updated_after_cheque_or_cash_deposit
I'm being asked for a verification code. Where do I find it?,71,verify_top_up
I paid with a card and there is an extra charge. Why?,15,card_payment_fee_charged
"hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent.",28,direct_debit_payment_not_recognised
Can you tell me more about limits to disposable virtual cards?,29,disposable_card_limits
Will my card be a MasterCard or a Visa?,73,visa_or_mastercard
"If there isn't much money left over, will it top-up automatically?",4,automatic_top_up
"I am getting an error stating my transfer is not possible while transferring money. Let me know the issue as its the first time i am getting error, earlier it used to work.",7,beneficiary_not_allowed
Is topping up with Apple Pay possible?,2,apple_pay_or_google_pay
What are the steps to verify identity?,69,verify_my_identity
There are transactions that I don't recognize. What do I do if I think someone is using my card?,22,compromised_card
Am I able to top up with Apple Pay?,2,apple_pay_or_google_pay
"I can't get my card out of the ATM, what should I do now?",18,card_swallowed
Where is my card PIN?,38,get_physical_card
Tell me how to replace my expired card.,9,card_about_to_expire
What credit cards do you carry,73,visa_or_mastercard
Why was I charged a fee for withdrawing money off my card?,19,cash_withdrawal_charge
ATM only gave me $20 instead of $100,75,wrong_amount_of_cash_received
On what do you base your exchange rates?,32,exchange_rate
"Looks like my card payment was made twice by mistake. I paid at the store earlier which rejected once, second time it worked. App stays at pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",63,transaction_charged_twice
I tried updating my balance by cheque yesterday but it doesn't seem to be working. Shouldn't that be faster? Please check my account something has gone wrong there.,6,balance_not_updated_after_cheque_or_cash_deposit
"My card will expire next month, will I need to order a new one?",9,card_about_to_expire
There was a direct debit transaction I have don't think should be there.,28,direct_debit_payment_not_recognised
I've been charged an extra £1 and I don't know why,34,extra_charge_on_statement
I tried to make a transfer and it failed.,35,failed_transfer
What would the age limit be?,1,age_limit
Why is the transaction to my friend still pending?,66,transfer_not_received_by_recipient
When I got cash I believe that the exchange rate was wrong,76,wrong_exchange_rate_for_cash_withdrawal
My credit card transaction was declined for a loan payment.  Can you tell me why?,59,top_up_failed
Do you have an auto-top function and how do I use it if so?,4,automatic_top_up
A transfer to my account was denied.,7,beneficiary_not_allowed
Can I activate a card in the app?,13,card_linking
Are there fees for adding money with an International card?,57,top_up_by_card_charge
Can I exchange USD for GBP in your app?,33,exchange_via_app
I could not get money from an ATM,26,declined_cash_withdrawal
I don't recognise a Direct Debit payment,28,direct_debit_payment_not_recognised
do i have to talk to someone to close an account or can i in the app,55,terminate_account
I do not recognise the card payment.,16,card_payment_not_recognised
Why hasn't my top up gone through?,47,pending_top_up
"The cheque I sent a few days ago has not been deposited yet, what is the hold up?",6,balance_not_updated_after_cheque_or_cash_deposit
Is there an extra fee to exchange currencies?,31,exchange_charge
Can I give a second card for this account to my daughter?,39,getting_spare_card
wheres my pin,38,get_physical_card
Is there anywhere  In the  Eu  this card can not be delivered in,24,country_support
There's a payment in the app I don't recognize.,16,card_payment_not_recognised
The currency exchange rate was wrong for a purchase I made.,17,card_payment_wrong_exchange_rate
Are their fee's for top ups?,57,top_up_by_card_charge
Why hasn't my account updated to reflect my current balance?,5,balance_not_updated_after_bank_transfer
My identity verification is not working.,68,unable_to_verify_identity
Can I change my PIN without going to a bank?,21,change_pin
when i travel can it top up automatically,4,automatic_top_up
Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate,17,card_payment_wrong_exchange_rate
I am locked out from entering my pin.,49,pin_blocked
Why did I get charged a fee on my card?,15,card_payment_fee_charged
where can i deposit a check,58,top_up_by_cash_or_cheque
"So much time has gone by, the pending status shouldn't still be there shouldn't it?",46,pending_cash_withdrawal
How come when I tried to pay contactless at the bus it didnt work?,23,contactless_not_working
Where is the top-up card verification code?,71,verify_top_up
"I'm in Austria right now, but I really need to change my PIN right now. Can I do this even though I'm in another country?",21,change_pin
Can I order a card?,43,order_physical_card
Why does a top- up need to be verify?,71,verify_top_up
How do I protect my phone from someone using it after I lost it.,42,lost_or_stolen_phone
How do I transfer funds if I am paid in GBP?,50,receiving_money
"Hi,  I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this.",64,transfer_fee_charged
What countries do your services support?,24,country_support
Why would my payment for my card show as pending?,45,pending_card_payment
I see an unfamiliar Direct Debit payment.,28,direct_debit_payment_not_recognised
How much could I top up?,60,top_up_limits
I don't recognize this payment,16,card_payment_not_recognised
How can I top up using google pay?,2,apple_pay_or_google_pay
Where can I check to see where the money in my account came from?,70,verify_source_of_funds
I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate.,27,declined_transfer
I would like to know the countries you are offer services in?,24,country_support
"I would like to top up via credit card, which credit cards do you support?",54,supported_cards_and_currencies
"Why is my transfer appearing as ""pending""?",48,pending_transfer
I received my new card.  Where is it in the app?,13,card_linking
What is the process for activating my new card?,0,activate_my_card
Do cash withdrawals cost anything?,19,cash_withdrawal_charge
Will I be charged for exchanging foreign currencies?,31,exchange_charge
Why is there a cash withdrawal I didn't make?,20,cash_withdrawal_not_recognised
How do I go about unlocking a pin?,49,pin_blocked
Is it possible to track the card you sent me?,11,card_arrival
I was overcharged an additional pound.,34,extra_charge_on_statement
Can you tell me what I need to do to have my pin changed?,21,change_pin
how long does it take for a transfer to arrive,66,transfer_not_received_by_recipient
show me how to top up,62,topping_up_by_card
Where do I find my code to verify my top-up card?,71,verify_top_up
My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened?,17,card_payment_wrong_exchange_rate
"Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money",47,pending_top_up
How can I configure what currency my salary is in if it's in GBP?,50,receiving_money
Can I choose from either Visa or Mastercard?,73,visa_or_mastercard
My card was declined but it shows as multiple charges?,63,transaction_charged_twice
What is the length of time for one of these items to come to the U.S?,12,card_delivery_estimate
Is there any reason my cash withdrawal still shows as pending?,46,pending_cash_withdrawal
Is it possible to get a real card?,43,order_physical_card
I got charged a fee for transferring money.,64,transfer_fee_charged
"I can't remember my app code, can you reset it?",44,passcode_forgotten
How long will it take for my cash withdrawal to no longer show as pending?,46,pending_cash_withdrawal
Why did I get charged a fee for my card payment?,15,card_payment_fee_charged
I'm not satisfied with the services that you are providing.  I would like to end my services and delete my account.,55,terminate_account
Is my fiat currency supported for both hold and exchange?,36,fiat_currency_support
Why am I being a charged for using my card?,15,card_payment_fee_charged
What is not accepted in order for me to top up my account?,58,top_up_by_cash_or_cheque
There is a payment that is not mine in the App.,16,card_payment_not_recognised
Can I setup top ups in advance?,4,automatic_top_up
"Hi, Could you please help me as someone has stolen my wallet few hours ago. And a withdrawal is made, please help immediately. As i don't want to suffer more.",20,cash_withdrawal_not_recognised
I got some items this morning but the payment says pending,45,pending_card_payment
Why doesn't the person I sent money to see that transfer yet?,66,transfer_not_received_by_recipient
"Transfer unable to be completed, states 'declined'",27,declined_transfer
Can someone assist me with activating my card?,0,activate_my_card
Can I change my PIN on holiday?,21,change_pin
how do I find the code to verify the top up card?,71,verify_top_up
What ATMs take this card?,3,atm_support
"I travel a lot, can I get a bulk currency exchange discount?",31,exchange_charge
I keep being asked to verify my identity. Is this normal?,74,why_verify_identity
What are the fees associated with top up via transfer?,56,top_up_by_bank_transfer_charge
My contactless payments don't work.,23,contactless_not_working
"There is a pending payment on my account, what does this mean?",45,pending_card_payment
I have tried using my card for the first time at the ATM of Notting Hill to withdrawal cash but it didn't work. Does this mean my card isn't working?,26,declined_cash_withdrawal
Can I get support?,24,country_support
What source do my fund come from?,70,verify_source_of_funds
Is there any way to cancel my transfer,8,cancel_transfer
Hi. I noticed I have a duplicate charge which I have not made twice. Who should I talk to take care of this?,63,transaction_charged_twice
A payment is showing twice. Why is that?,63,transaction_charged_twice
I must change my PIN as soon as possible.,21,change_pin
Is it acceptable to use either Visa or Mastercard?,73,visa_or_mastercard
How long do top-ups take to go through,47,pending_top_up
my phone was lost,42,lost_or_stolen_phone
How do I receive more physical cards,39,getting_spare_card
The amount of cash I received was not the full amount,75,wrong_amount_of_cash_received
How can I transfer some money into a foreign account?,65,transfer_into_account
"I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away.",41,lost_or_stolen_card
When will my deposit be processed?,6,balance_not_updated_after_cheque_or_cash_deposit
I can't seem to be able to use my card,14,card_not_working
Is my card ready for use or does it need activated and if so how?,0,activate_my_card
"My cash withdrawal is showing as pending, why?",46,pending_cash_withdrawal
I used my card to top-up but the money is gone!,62,topping_up_by_card
"Why is my transfer not working? I tried multiple times to transfer money, and all that happens is an error message pops up.",7,beneficiary_not_allowed
There's a payment with my card that I definitely didn't create. I don't know anyone by that name.,16,card_payment_not_recognised
How did you guys get your exchange rate?,32,exchange_rate
Tell me how to top up my account using bank transfer.,65,transfer_into_account
I requested for a top-up but it has not reflected,59,top_up_failed
Will it cost me to get a second card?,39,getting_spare_card
"I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back?",16,card_payment_not_recognised
"If I have already completed a cash withdrawal at an ATM, is it normal for it to show as a pending transaction on the app?",46,pending_cash_withdrawal
Does google play offer the service to Top up?,2,apple_pay_or_google_pay
How do I find the PIN?,38,get_physical_card
I would like to exchange currency  What types are there?,33,exchange_via_app
Why am I being charged for ATM fees?,19,cash_withdrawal_charge
What information do I need to see my source of money?,70,verify_source_of_funds
What is the extra fee I was charged when using an ATM?,19,cash_withdrawal_charge
Is there any cost to change foreign money to local?,31,exchange_charge
Is it right that I've been charged for transferring money?,64,transfer_fee_charged
Explain top-up cancellation,61,top_up_reverted
phone is gone,42,lost_or_stolen_phone
How many different currencies can I have my money in?,36,fiat_currency_support
When will my transfer move out of pending stage?,48,pending_transfer
I have my card now how do I activate it?,0,activate_my_card
Why is the refund not on my statement?,51,Refund_not_showing_up
"I don't think the transaction has gone through, so can I cancel a transfer?",8,cancel_transfer
Is there a fee for sending additional cards?,39,getting_spare_card
Can you tell my why my funds transfer did not work properly?,35,failed_transfer
A payment I made is for a wrong amount can you help me correct the mistake.,8,cancel_transfer
Why wasn't my bank balance updated?,5,balance_not_updated_after_bank_transfer
"If I'm getting my identity verified, what all do I need?",69,verify_my_identity
"I tried to get money out of an ATM in Notting Hill earlier, but it didn't work. Is my card actually working? It's the first time I tried using it",26,declined_cash_withdrawal
How can I go about resetting my passcode?,44,passcode_forgotten
I've just moved and I need to change my details,30,edit_personal_details
Do you only use Visa or do you have Mastercard too?,73,visa_or_mastercard
Can I use google pay to top up?,2,apple_pay_or_google_pay
What fees are there for adding money using an international card,57,top_up_by_card_charge
How can disposable cards be used?,37,get_disposable_virtual_card
My cash withdrawal isnt showing on my account,46,pending_cash_withdrawal
Why wasn't my card payment accepted?,25,declined_card_payment
My cheque is taking a while,6,balance_not_updated_after_cheque_or_cash_deposit
I got less cash than what I specified for through the ATM.,75,wrong_amount_of_cash_received
"Hello, my transfers are getting failed continuously, in spite of the fact that all the recipient details are correct. Please advise.",27,declined_transfer
I paid with card and I was charged a fee,15,card_payment_fee_charged
Can you please explain how to transfer money using the bank transfer process?,65,transfer_into_account
Why couldn't I transfer funds to my beneficiary?,7,beneficiary_not_allowed
What forms of payment do you accept?,54,supported_cards_and_currencies
Why am I getting a fee on a card payment?,15,card_payment_fee_charged
Why was my transfer request decline?,27,declined_transfer
How many days does a regular transaction take to complete?  I see a pending payment that hasn't changed in the last several days.,45,pending_card_payment
I need to cancel a transfer I made.,8,cancel_transfer
After looking at the app I noticed a couple of payments I know I did not make. Is it possible someone has accessed my card? What is actually going on?,16,card_payment_not_recognised
What should I do if I lost my phone?,42,lost_or_stolen_phone
I don't need to transfer anymore and I want to cancel it.,8,cancel_transfer
Where does the exchange rate stand right now?,32,exchange_rate
What are the maximum amount you can do for auto top-up?,4,automatic_top_up
Am I allowed to use different currencies?,50,receiving_money
I sent money about 5 days ago and the recipient has not received the money yet.,66,transfer_not_received_by_recipient
With what currencies can I add money?,54,supported_cards_and_currencies
What is the charge for exchanging currency?,31,exchange_charge
I believe my card payment has reverted,53,reverted_card_payment?
Why did the ATM take my card and keep it?,18,card_swallowed
I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times?,35,failed_transfer
Why does my account show as pending a cash withdrawal from the ATM that I have already made?,46,pending_cash_withdrawal
Why wouldn't my withdrawal go through?,26,declined_cash_withdrawal
I didn't see the money I added to my card.,59,top_up_failed
"My pin needs unblocking, unblock it please?",49,pin_blocked
"My transfer was wrong, are you able to stop it before it goes through please?",8,cancel_transfer
The day before yesterday I transferred funds to another account within the country.  The funds have not yet arrived.  I double and triple checked the account number and it was correct.  Why hasn't the transfer been completed yet?,66,transfer_not_received_by_recipient
Why didn;t my payment work,25,declined_card_payment
How do I replace my card before it expires next month?,9,card_about_to_expire
How do I know where I can use my card?,10,card_acceptance
Can my PIN changed remotely without visiting a bank?,21,change_pin
I was only given $20 when I tried to get $100,75,wrong_amount_of_cash_received
How is the exchange rate calculated?,32,exchange_rate
I just got married and I need to change my name,30,edit_personal_details
I can't verify my ID. Why?,68,unable_to_verify_identity
What is the longest a US transfer should take to appear in my account?,67,transfer_timing
Is there an exchange rate?,32,exchange_rate
I don't see the verification code for my card transfer.,71,verify_top_up
Would you give me a mastercard and visa?,73,visa_or_mastercard
What are the top up charges for all US cards?,57,top_up_by_card_charge
How do I get a refund for an unauthorized direct debit payment?,28,direct_debit_payment_not_recognised
I need a new card before it expires.,9,card_about_to_expire
Where's my virtual card,40,getting_virtual_card
"A WD was just made on my account, but it was not me and I still have my card.  What to do?",20,cash_withdrawal_not_recognised
need help with google pay top up,2,apple_pay_or_google_pay
Do I need to re-apply to order a new card when my old one's about to expire?,9,card_about_to_expire
Why did you cancel my card payment?,53,reverted_card_payment?
I have an outgoing transfer,48,pending_transfer
I lost my phone and need help so someone doesn't access my account.,42,lost_or_stolen_phone
Do you offer account's for minors?,1,age_limit
What is the process to change my PIN?,21,change_pin
I cannot tell what my top up currently is.,62,topping_up_by_card
I see non-received cash in my app.,20,cash_withdrawal_not_recognised
What is the dollar that I have pending on my statement there?,34,extra_charge_on_statement
Asked for $100 but only got $20. Why would this happen?,75,wrong_amount_of_cash_received
My payment for my card is not working,25,declined_card_payment
I don't know what this Direct Debit payment on my account is for.,28,direct_debit_payment_not_recognised
"i made a payment with my card and was charged a fee, why would you do that",15,card_payment_fee_charged
I live in the UK. Can I get a card?,24,country_support
Any charges applicable for new card?,23,contactless_not_working
Why did the ATM cancel my transaction,26,declined_cash_withdrawal
How do I track the card you sent me?,11,card_arrival
Is there a tracking number for the card?,11,card_arrival
Which part of the app do I order virtual cards from?,40,getting_virtual_card
I need clarity on why my card is not working.,14,card_not_working
How can I add a new card?,13,card_linking
I still don't have a refund.,51,Refund_not_showing_up
I tried the wrong PIN too many times.,49,pin_blocked
What does the €1 fee mean?,34,extra_charge_on_statement
I tried withdrawing but my cash is not showing up?,75,wrong_amount_of_cash_received
I have a problem with my account. I tried to transfer some funds and the message came back declined. Can you help me?,27,declined_transfer
tell me why I was charged more with my card?,15,card_payment_fee_charged
What do I need to do to exchange my money?,33,exchange_via_app
Yikes!  I didn't get the amount of money that I requested.  What do I do now?,75,wrong_amount_of_cash_received
What is the maximum times I can auto top-up?,4,automatic_top_up
I'm not seeing my cash deposit showing up in my account.,6,balance_not_updated_after_cheque_or_cash_deposit
I think that the card is stolen.  What are my next steps?,41,lost_or_stolen_card
There is a missing transfer on my account,5,balance_not_updated_after_bank_transfer
I sent money and the recipient has not received their money after two weeks.,66,transfer_not_received_by_recipient
maximum how many days get the courier?,11,card_arrival
how do I get top up to work for my card,2,apple_pay_or_google_pay
"i am not a premium customer but i want a virtual card, how do i get it",29,disposable_card_limits
What fees are charged when I top up,57,top_up_by_card_charge
When will my cheque process?,6,balance_not_updated_after_cheque_or_cash_deposit
Last week I put a cash deposit into my account and it is still isn't there.,6,balance_not_updated_after_cheque_or_cash_deposit
Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me?,66,transfer_not_received_by_recipient
Would it be possible for me to get a second card?,39,getting_spare_card
"When I top-up, the app reverts it.",61,top_up_reverted
What is the maximum transactions for one disposable card?,29,disposable_card_limits
How long do money transfers take? My friend really needs the money i sent a couple of hours ago but it's not there yet.,66,transfer_not_received_by_recipient
My contactless stopped working today no matter where I try to use it. How do I get it to start working again?,23,contactless_not_working
Why do I see extra charges for withdrawing my money?,19,cash_withdrawal_charge
"My salary is received in the form of GBP. Is it necessary to configure this? If so, where is this done?",50,receiving_money
"the balance has not changed, but I have deposited some money",6,balance_not_updated_after_cheque_or_cash_deposit
How much does it cost for a physical card?,43,order_physical_card
Any place that takes Mastercard would be fine.,10,card_acceptance
What currency can I use to add money?,54,supported_cards_and_currencies
What are the steps for my friend to send me money?,50,receiving_money
Please explain how I use the disposable cards?,37,get_disposable_virtual_card
"
Where can I withdraw money from?",3,atm_support
I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before.,15,card_payment_fee_charged
I can't see the transfer that I put in.,5,balance_not_updated_after_bank_transfer
What do i do to get a physical card?,43,order_physical_card
I have been overcharged.,63,transaction_charged_twice
When will I get my money? It's been too long.,66,transfer_not_received_by_recipient
What is the fee for accepting money from a foreign country?,31,exchange_charge
Does it cost anything to top up?,57,top_up_by_card_charge
How do I change to a different currency?,33,exchange_via_app
How would I be able to make changes to my personal details?,30,edit_personal_details
Are all European currencies available for holding and exchange?,36,fiat_currency_support
I want to use auto top-up. Is there a limit?,4,automatic_top_up
I used the wrong account number!,8,cancel_transfer
Help me unblock my PIN.,49,pin_blocked
The balance has not been updated.,5,balance_not_updated_after_bank_transfer
How can I transfer money to this account from another bank?,65,transfer_into_account
My card payment did not go through.,25,declined_card_payment
I just got refunded for my purchase over two weeks ago,53,reverted_card_payment?
I can't find how to top up my account with a check.  Where is that?,58,top_up_by_cash_or_cheque
How often can I top up my account?,60,top_up_limits
Will the system automatically top up itself?,4,automatic_top_up
Why am i being charged for withdrawing cash funds?,19,cash_withdrawal_charge
should i add money via bank transfer instead,57,top_up_by_card_charge
can i transfer money i the app,65,transfer_into_account
Will a beneficiary not accept a transfer?,7,beneficiary_not_allowed
"It seems like I have been waiting forever for this international transfer. Why is it taking so long? C'mon, it's 2018, things happen at a click of a button. All of the account information is correct, so how long will this take?",48,pending_transfer
Can I top up my account with a check?,58,top_up_by_cash_or_cheque
"Transferred to account is not successful, help please?",5,balance_not_updated_after_bank_transfer
How do I activate my card so I can start using it?,0,activate_my_card
"Help, I don't know what the PIN is to my card?",38,get_physical_card
My source of funds need verification.,70,verify_source_of_funds
Why is this fee being charged to me after using my card?,15,card_payment_fee_charged
I was needing you to see if the exchange rate is correct from when i got cash,76,wrong_exchange_rate_for_cash_withdrawal
Why isn't my cheque deposit showing on my account?  I though it would be faster and would like to to look into it and help.,6,balance_not_updated_after_cheque_or_cash_deposit
How do I prove I am who I am?,69,verify_my_identity
Was my transaction reverted with my card?,53,reverted_card_payment?
Today I noticed a charge for an ATM withdrawal on my account. Can you please fix this? It's supposed to be no charge.,19,cash_withdrawal_charge
My credit card has been declined.,25,declined_card_payment
Where can I deposit cash to top up?,58,top_up_by_cash_or_cheque
Top-up is not working,59,top_up_failed
"The transfer keeps failing - I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, I have no idea why",35,failed_transfer
"Hello, in these holidays i have been overcharged on the amount i have withdrawn on one of your ATMs. I did not had any clue about the horrible charges otherwise i would not have withdrawn.",76,wrong_exchange_rate_for_cash_withdrawal
What do I have to do to cancel a transfer?,8,cancel_transfer
My refund has not shown up on my statement.,51,Refund_not_showing_up
I think there's a purchase at a store that I didn't go to.,16,card_payment_not_recognised
Is the fee with my cash withdrawal a mistake?,19,cash_withdrawal_charge
I made a deposit and the balance hasn't been updated.,6,balance_not_updated_after_cheque_or_cash_deposit
What kind of money can I hold?,36,fiat_currency_support
If I need more than cards will I have to pay a fee to receive them?,39,getting_spare_card
Give me a refund now!! I am still waiting.,51,Refund_not_showing_up
how long does it take to reflect in my balance a top up,47,pending_top_up
How do I authenticate my top-up?,71,verify_top_up
What is the max amount of top-ups?,60,top_up_limits
There is a payment that i made that i noticed has not gone thru yet. Can i ask why?,45,pending_card_payment
where is my money from this morning,6,balance_not_updated_after_cheque_or_cash_deposit
I requested a refund but can't see it.,51,Refund_not_showing_up
How long to UK transfers usually take? I made a transfer but it didn't pop up in my history yet. I just want to make sure it went through.,5,balance_not_updated_after_bank_transfer
Are there limits as to where my card will be accepted?,10,card_acceptance
can i get a physical card online,43,order_physical_card
I have a cash withdrawal on my statement that I am unsure of.,20,cash_withdrawal_not_recognised
"I want to add money to my card, what payments do you accept?",54,supported_cards_and_currencies
"I am interested in giving a second card to my daughter, how can I make this happen?",39,getting_spare_card
Help! I made a transfer in error and need to cancel it before it's complete!,8,cancel_transfer
Why did they take more money out then I withdrawed?,19,cash_withdrawal_charge
i did not get any money but still was charged,75,wrong_amount_of_cash_received
I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away.,22,compromised_card
Can I get an item refunded?,52,request_refund
What do i do if the exchange rate was wrong for the item i bought overseas?,17,card_payment_wrong_exchange_rate
I keep checking my statements but no progress.I requested a refund but seems it's not reaching my account for some reason. Can you please help me get the money back from the seller for me,51,Refund_not_showing_up
My cheque is slow to cash,6,balance_not_updated_after_cheque_or_cash_deposit
What do I do if I forgot my PIN?,49,pin_blocked
There is money missing from my account.,20,cash_withdrawal_not_recognised
How can I use my American Express to add money into my account?,54,supported_cards_and_currencies
Can i get money back in my home currency at  ATM? As I am on holiday and bit concerned because i do not have any cash with me . Is it possible to withdraw without any additional cost.,76,wrong_exchange_rate_for_cash_withdrawal
Why did my transfer not work?,35,failed_transfer
Was I charged extra for using my card?,15,card_payment_fee_charged
Is there somewhere I can send a check to add to my account?,58,top_up_by_cash_or_cheque
Can I get spare cards?,39,getting_spare_card
I have to verify my identity. What do I need to do?,69,verify_my_identity
"top up google pay, is it possible?",2,apple_pay_or_google_pay
What is the most I can top-up?,60,top_up_limits
